Text,Topic,Emotion
Hôm nay Gặp lại bạn cũ đi chạy xe quanh Cần Thơ cười thả ga thật sự,Đời sống thường ngày,Vui vẻ
Gánh team còng lưng trong Wuthering Waves :((,Giải trí & Gaming,Hào hứng
Thề luôn Bug server Linux fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Làm ván Minecraft cho nhẹ đầu quá,Giải trí & Gaming,Thư giãn
Thề luôn Sáng sớm dậy nghe nhạc thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Thề luôn Lỡ tay xóa mất Ubuntu dual boot không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Thề luôn Bug code React fix cả đêm chưa xong trầm cảm,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Deadline môn đồ án niên luận dí sấp mặt ae ạ,Học tập,Căng thẳng
Sáng sớm dậy chạy xe quanh Cần Thơ thấy lòng bình yên chán,Đời sống thường ngày,Thư giãn
Tự nhiên Đọc liền tù tì bộ truyện Manhwa cuốn quá hihi,Giải trí & Gaming,Thư giãn
Nay Cấu hình mạng ảo Kathara khó quá nhức hết cả đầu hihi,Khoa học & Công nghệ,Căng thẳng
"Rớt môn bài tập nhóm rồi, buồn quá chán",Học tập,Buồn rầu
Đang Pha ly cà phê ngồi ngủ nướng ngắm phố phường mn ơi,Đời sống thường ngày,Thư giãn
Đang Mai thi môn bảo vệ đề tài mà chưa chữ nào vào đầu quá,Học tập,Căng thẳng
"Hôm nay Rớt môn thực tập mạng rồi, buồn quá quá",Học tập,Buồn rầu
Làm đồ án với code PHP mà code không chạy ae ạ,Khoa học & Công nghệ,Căng thẳng
Nay Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói hihi,Học tập,Buồn rầu
Nay Cấu hình server Linux khó quá nhức hết cả đầu quá,Khoa học & Công nghệ,Căng thẳng
Thề luôn Nay mới tậu code React dùng sướng vãi thật sự,Khoa học & Công nghệ,Hào hứng
Đang Cài đặt lab cho bài tập nhóm phức tạp ghê chán,Học tập,Căng thẳng
Hôm nay Test thành công hệ thống Ubuntu dual boot haha,Khoa học & Công nghệ,Hào hứng
Thề luôn Vừa thắng chuỗi trận Valorant cảm giác yomost haha,Giải trí & Gaming,Hào hứng
Thề luôn Mai thi môn bảo vệ đề tài mà chưa chữ nào vào đầu chán,Học tập,Căng thẳng
Đang Đọc liền tù tì bộ OBS stream cuốn quá quá,Giải trí & Gaming,Thư giãn
Đang Hệ thống code React đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Test thành công hệ thống mạng ảo Kathara chán,Khoa học & Công nghệ,Hào hứng
Đang Học đồ án niên luận khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Hôm nay Gặp lại bạn cũ đi nghe nhạc cười thả ga quá,Đời sống thường ngày,Vui vẻ
Thuyết trình Quản trị hệ thống thành công rực rỡ haha,Học tập,Hào hứng
Tự nhiên Ping Return of the Disaster-Class Hero nhảy lên 999ms nản luôn mn ơi,Giải trí & Gaming,Căng thẳng
Thề luôn Thầy chấm đồ án niên luận gắt quá ae ạ,Học tập,Buồn rầu
Hôm nay Cấu hình Ubuntu dual boot khó quá nhức hết cả đầu ae ạ,Khoa học & Công nghệ,Căng thẳng
Nay Cấu hình máy ảo VMware khó quá nhức hết cả đầu,Khoa học & Công nghệ,Căng thẳng
Thề luôn Thầy chấm bài tập nhóm gắt quá thật sự,Học tập,Buồn rầu
Thề luôn Gặp team tạ trong rank Kim Cương ức chế thật thật sự,Giải trí & Gaming,Căng thẳng
Pha ly cà phê ngồi chạy xe quanh Cần Thơ ngắm phố phường thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Test thành công hệ thống server Linux :((,Khoa học & Công nghệ,Hào hứng
"Đang Cuối tháng hết tiền, phải dạo phố cho qua ngày haha",Đời sống thường ngày,Buồn rầu
Hôm nay Gặp lại bạn cũ đi dạo phố cười thả ga chán,Đời sống thường ngày,Vui vẻ
Hôm nay Mới làm hỏng Ubuntu dual boot tốn mớ tiền thật sự,Khoa học & Công nghệ,Buồn rầu
Hôm nay Đạt điểm A môn bài tập nhóm sung sướng quá quá,Học tập,Hào hứng
Thề luôn Mở được nhân vật xịn trong Wuthering Waves bá cháy ae ạ,Giải trí & Gaming,Hào hứng
Đang Máy chủ CentOS bị sập chán quá quá,Khoa học & Công nghệ,Buồn rầu
Thề luôn Cuối tuần ngồi chơi rank Kim Cương chill chill quá,Giải trí & Gaming,Thư giãn
Nay Hệ thống code React đang báo lỗi đỏ lòm hihi,Khoa học & Công nghệ,Căng thẳng
Thề luôn Đọc liền tù tì bộ Wuthering Waves cuốn quá,Giải trí & Gaming,Thư giãn
Hệ thống máy ảo VMware đang báo lỗi đỏ lòm ae ạ,Khoa học & Công nghệ,Căng thẳng
Hôm nay Cấu hình code PHP khó quá nhức hết cả đầu mn ơi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Trời mưa ngập đường không đi ăn quán vỉa hè được chán quá,Đời sống thường ngày,Buồn rầu
Hôm nay Làm ván chuột FPS cho nhẹ đầu mn ơi,Giải trí & Gaming,Thư giãn
Đang Mai thi môn bài tập nhóm mà chưa chữ nào vào đầu hihi,Học tập,Căng thẳng
Thề luôn Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Hôm nay Cuối cùng cũng qua môn Quản trị hệ thống thật sự,Học tập,Hào hứng
Nay Mới được nhận lương đi nghe nhạc thôi thật sự,Đời sống thường ngày,Vui vẻ
Đang Vừa fix xong bug mạng ảo Kathara mừng rớt nước mắt haha,Khoa học & Công nghệ,Hào hứng
Nay Chuỗi thua Minecraft tụt rank thảm hại quá,Giải trí & Gaming,Căng thẳng
Đang Deadline môn đồ án niên luận dí sấp mặt haha,Học tập,Căng thẳng
Tự nhiên Giải được bài bài tập nhóm khó nhất lớp mn ơi,Học tập,Hào hứng
Đang Cày rank Kim Cương giải trí sau giờ học haha,Giải trí & Gaming,Thư giãn
Bug code React fix cả đêm chưa xong trầm cảm,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Gặp lại bạn cũ đi chạy xe quanh Cần Thơ cười thả ga mn ơi,Đời sống thường ngày,Vui vẻ
"Thề luôn Hôm nay xui xẻo, lỡ làm ăn quán vỉa hè hỏng quá",Đời sống thường ngày,Buồn rầu
Đang Đạt điểm A môn thực tập mạng sung sướng quá thật sự,Học tập,Hào hứng
Tự nhiên Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói mn ơi,Học tập,Buồn rầu
Đang Nay mới tậu database Firebase dùng sướng vãi haha,Khoa học & Công nghệ,Hào hứng
Thề luôn Học thực tập mạng khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Hôm nay Cấu hình mạng ảo Kathara khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Trời mưa ngập đường không đi dạo phố được chán quá :((,Đời sống thường ngày,Buồn rầu
Thề luôn Xe hư giữa đường lúc đang ăn mì tôm,Đời sống thường ngày,Buồn rầu
Đang Mới được nhận lương đi dạo phố thôi chán,Đời sống thường ngày,Vui vẻ
"Đang Cuối tháng hết tiền, phải ngủ nướng cho qua ngày :((",Đời sống thường ngày,Buồn rầu
Nay Được tặng món quà ngủ nướng vui quá,Đời sống thường ngày,Vui vẻ
Đang Sáng sớm dậy dạo phố thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Tự nhiên Mới cài xong Ubuntu dual boot chạy mượt quá,Khoa học & Công nghệ,Hào hứng
Mở được nhân vật xịn trong Wuthering Waves bá cháy quá,Giải trí & Gaming,Hào hứng
Nay Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói thật sự,Học tập,Buồn rầu
Hôm nay Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói chán,Học tập,Buồn rầu
Nay Thầy chấm CT179 gắt quá,Học tập,Buồn rầu
Nay Vừa fix xong bug máy ảo VMware mừng rớt nước mắt chán,Khoa học & Công nghệ,Hào hứng
Thề luôn Deadline môn đồ án niên luận dí sấp mặt thật sự,Học tập,Căng thẳng
Pha ly cà phê ngồi ăn quán vỉa hè ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
Đang Mở được nhân vật xịn trong Wuthering Waves bá cháy ae ạ,Giải trí & Gaming,Hào hứng
Thề luôn Đọc liền tù tì bộ Wuthering Waves cuốn quá mn ơi,Giải trí & Gaming,Thư giãn
Giải được bài thực tập mạng khó nhất lớp ae ạ,Học tập,Hào hứng
Hôm nay Chơi Return of the Disaster-Class Hero bị giật lag ping cao bực mình chán,Giải trí & Gaming,Căng thẳng
Hôm nay trời đẹp đi uống cà phê quá xá đã :((,Đời sống thường ngày,Vui vẻ
Tự nhiên Học viết báo cáo khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
Đang Cài đặt lab cho CT179 phức tạp ghê mn ơi,Học tập,Căng thẳng
Hôm nay Nay mới tậu PSU 650W dùng sướng vãi,Khoa học & Công nghệ,Hào hứng
Hôm nay Thầy chấm Quản trị hệ thống gắt quá quá,Học tập,Buồn rầu
Hôm nay Code xong chức năng PSU 650W thấy mình bá thật :((,Khoa học & Công nghệ,Hào hứng
Cài đặt lab cho bài tập nhóm phức tạp ghê haha,Học tập,Căng thẳng
Hôm nay Cài đặt lab cho viết báo cáo phức tạp ghê mn ơi,Học tập,Căng thẳng
Thề luôn Gặp team tạ trong Wuthering Waves ức chế thật mn ơi,Giải trí & Gaming,Căng thẳng
Thề luôn Gặp team tạ trong Wuthering Waves ức chế thật :((,Giải trí & Gaming,Căng thẳng
Đang Hệ thống code PHP đang báo lỗi đỏ lòm,Khoa học & Công nghệ,Căng thẳng
Nay Máy chủ PSU 650W bị sập chán quá mn ơi,Khoa học & Công nghệ,Buồn rầu
Thầy chấm viết báo cáo gắt quá haha,Học tập,Buồn rầu
Tự nhiên Trời mưa nằm nhà nghe nhạc là sướng nhất,Đời sống thường ngày,Thư giãn
Đang Gặp lại bạn cũ đi ngủ nướng cười thả ga thật sự,Đời sống thường ngày,Vui vẻ
Thề luôn Sáng sớm dậy nghe nhạc thấy lòng bình yên :((,Đời sống thường ngày,Thư giãn
Thầy chấm bài tập nhóm gắt quá hihi,Học tập,Buồn rầu
Hôm nay Gặp lại bạn cũ đi dạo phố cười thả ga hihi,Đời sống thường ngày,Vui vẻ
Nay Mới được nhận lương đi xem phim Donghua thôi hihi,Đời sống thường ngày,Vui vẻ
Thề luôn Hôm nay trời đẹp đi ăn quán vỉa hè quá xá đã ae ạ,Đời sống thường ngày,Vui vẻ
Hôm nay Mai thi môn đồ án niên luận mà chưa chữ nào vào đầu haha,Học tập,Căng thẳng
Đang Đạt điểm A môn đồ án niên luận sung sướng quá chán,Học tập,Hào hứng
Hôm nay Chuỗi thua Return of the Disaster-Class Hero tụt rank thảm hại quá,Giải trí & Gaming,Căng thẳng
Hôm nay Làm đồ án với server Linux mà code không chạy thật sự,Khoa học & Công nghệ,Căng thẳng
Thề luôn Cuối cùng cũng qua môn viết báo cáo haha,Học tập,Hào hứng
Nay Chơi rank Kim Cương bị giật lag ping cao bực mình haha,Giải trí & Gaming,Căng thẳng
Thề luôn Mới được nhận lương đi ăn mì tôm thôi thật sự,Đời sống thường ngày,Vui vẻ
Đang Làm bài tập Quản trị hệ thống với team mệt mỏi quá mn ơi,Học tập,Căng thẳng
Nay Máy chủ CentOS bị sập chán quá :((,Khoa học & Công nghệ,Buồn rầu
Cuối tuần ngồi chơi Minecraft chill chill quá,Giải trí & Gaming,Thư giãn
Thề luôn Mới cài xong server Linux chạy mượt quá mn ơi,Khoa học & Công nghệ,Hào hứng
Tự nhiên Deadline môn viết báo cáo dí sấp mặt quá,Học tập,Căng thẳng
Đang Chuỗi thua Wuthering Waves tụt rank thảm hại mn ơi,Giải trí & Gaming,Căng thẳng
Nay Trời mưa ngập đường không đi uống cà phê được chán quá hihi,Đời sống thường ngày,Buồn rầu
Đang Đạt điểm A môn Quản trị hệ thống sung sướng quá ae ạ,Học tập,Hào hứng
Đang Test thành công hệ thống server Linux,Khoa học & Công nghệ,Hào hứng
Tự nhiên Mở được nhân vật xịn trong Valorant bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Thề luôn Sáng sớm dậy chạy xe quanh Cần Thơ thấy lòng bình yên ae ạ,Đời sống thường ngày,Thư giãn
Gánh team còng lưng trong Wuthering Waves,Giải trí & Gaming,Hào hứng
Hôm nay Lỡ tay xóa mất máy ảo VMware không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Vừa fix xong bug mạng ảo Kathara mừng rớt nước mắt hihi,Khoa học & Công nghệ,Hào hứng
"Đang Cuối tháng hết tiền, phải uống cà phê cho qua ngày thật sự",Đời sống thường ngày,Buồn rầu
Sáng sớm dậy uống cà phê thấy lòng bình yên mn ơi,Đời sống thường ngày,Thư giãn
Làm bài tập Quản trị hệ thống với team mệt mỏi quá haha,Học tập,Căng thẳng
Đang Mới làm hỏng server Linux tốn mớ tiền haha,Khoa học & Công nghệ,Buồn rầu
Gặp lại bạn cũ đi dạo phố cười thả ga ae ạ,Đời sống thường ngày,Vui vẻ
Nay Đạt điểm A môn đồ án niên luận sung sướng quá haha,Học tập,Hào hứng
Nay Đọc liền tù tì bộ Wuthering Waves cuốn quá ae ạ,Giải trí & Gaming,Thư giãn
Đang Mới làm hỏng mạng ảo Kathara tốn mớ tiền hihi,Khoa học & Công nghệ,Buồn rầu
Hôm nay Mới làm hỏng server Linux tốn mớ tiền hihi,Khoa học & Công nghệ,Buồn rầu
Nay Gặp lại bạn cũ đi ngủ nướng cười thả ga ae ạ,Đời sống thường ngày,Vui vẻ
Cuối tuần đi ăn mì tôm hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Đang Chuỗi thua Valorant tụt rank thảm hại,Giải trí & Gaming,Căng thẳng
Hôm nay Mới được nhận lương đi ăn quán vỉa hè thôi quá,Đời sống thường ngày,Vui vẻ
Nay Giải được bài viết báo cáo khó nhất lớp chán,Học tập,Hào hứng
Hôm nay Giải được bài CT179 khó nhất lớp thật sự,Học tập,Hào hứng
Nay Trời mưa nằm nhà nghe nhạc là sướng nhất haha,Đời sống thường ngày,Thư giãn
Thề luôn Test thành công hệ thống Ubuntu dual boot chán,Khoa học & Công nghệ,Hào hứng
Thề luôn Mai thi môn đồ án niên luận mà chưa chữ nào vào đầu haha,Học tập,Căng thẳng
Tự nhiên Sáng sớm dậy ngủ nướng thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Hôm nay Ping chuột FPS nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
Đang Test thành công hệ thống Ubuntu dual boot :((,Khoa học & Công nghệ,Hào hứng
Hôm nay Làm đồ án với code PHP mà code không chạy mn ơi,Khoa học & Công nghệ,Căng thẳng
Học đồ án niên luận khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Thề luôn Code xong chức năng PSU 650W thấy mình bá thật quá,Khoa học & Công nghệ,Hào hứng
Đang Xe hư giữa đường lúc đang chạy xe quanh Cần Thơ,Đời sống thường ngày,Buồn rầu
Thuyết trình bài tập nhóm thành công rực rỡ :((,Học tập,Hào hứng
Nay Máy chủ database Firebase bị sập chán quá chán,Khoa học & Công nghệ,Buồn rầu
Thề luôn Làm ván Valorant cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Mới làm hỏng code React tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Đang Mới cài xong code React chạy mượt quá hihi,Khoa học & Công nghệ,Hào hứng
Tự nhiên Bị điểm thấp bài kiểm tra CT179 chán chả buồn nói :((,Học tập,Buồn rầu
Đang Ping OBS stream nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
"Nay Cuối tháng hết tiền, phải dạo phố cho qua ngày chán",Đời sống thường ngày,Buồn rầu
